dataset,track_id,group,fold
salami,340,salami:amon tobin,7
salami,342,salami:tortoise,5
salami,343,salami:culprit 1,4
salami,347,salami:lesbians on ecstasy,4
salami,348,salami:bonobo,6
salami,349,salami:david bickley,5
salami,352,salami:gnarls barkley,6
salami,354,salami:deltron,5
salami,355,salami:gnarls barkley,6
salami,356,salami:lil jon & the east side boyz featuring ying yang twins,7
salami,359,salami:missy elliott,0
salami,360,salami:a tribe called quest,7
salami,362,salami:public enemy,5
salami,363,salami:timbaland,0
salami,364,salami:k'naan,4
salami,365,salami:eminem,3
salami,37,salami:kelly joe phelps,7
salami,374,salami:the wapl morning crew,4
salami,376,salami:monty python,7
salami,378,salami:monty python,7
salami,379,salami:the arrogant worms,5
salami,38,salami:son house,4
salami,380,salami:monty python,7
salami,382,salami:the arrogant worms,5
salami,383,salami:monty python,7
salami,384,salami:the arrogant worms,5
salami,386,salami:jackie davis,2
salami,388,salami:rza,5
salami,389,"salami:john mclaughlin, paco de lucia, al di meola",3
salami,39,salami:eric clapton,1
salami,390,salami:renzo cesana,6
salami,394,salami:herb alpert & the tijuana brass,3
salami,396,salami:david grisman quintet,4
salami,397,salami:dean martin,3
salami,398,salami:pino donaggio,2
salami,399,salami:isaac hayes,4
salami,40,salami:samuel l. jackson,5
salami,400,salami:laurindo almeida and the danzaneros,3
salami,402,salami:charlie hunter,5
salami,404,salami:erik truffaz,6
salami,405,salami:john medeski,0
salami,407,salami:us3,6
salami,408,salami:charlie hunter,5
salami,412,salami:soweto kinch,2
salami,413,salami:erik truffaz,6
salami,414,salami:charlie hunter,5
salami,415,salami:ornette coleman,1
salami,416,salami:charles mingus,3
salami,422,salami:ethio jazz,6
salami,424,salami:john coltrane,2
salami,426,salami:grachan moneur iii,0
salami,427,salami:bob belden & tim hagans,7
salami,428,salami:bud powell,6
salami,429,salami:charlie parker,2
salami,431,salami:thelonious monk,3
salami,432,salami:coleman hawkins,5
salami,434,salami:art blakey,0
salami,436,salami:kenny dorham,2
salami,438,salami:clifford brown,0
salami,439,salami:james moody,6
salami,444,salami:stan getz & j. j. johnson,7
salami,445,salami:iva bittova,1
salami,446,salami:billie holiday,4
salami,447,salami:johnny hartman,4
salami,448,salami:coleman hawkins,5
salami,451,salami:lester young,1
salami,452,salami:clifford brown,0
salami,453,salami:gerry mulligan and the concert jazz band,1
salami,455,salami:louis armstrong,5
salami,460,salami:jimmie noone and his new orleans band,4
salami,463,salami:sam morgan's jazz band,2
salami,464,salami:willie jackson,5
salami,466,salami:bob crosby's bob cats,6
salami,467,salami:horace silver,2
salami,468,salami:john coltrane,2
salami,469,salami:cannonball adderley,0
salami,472,salami:art blakey,0
salami,474,salami:dexter gordon,2
salami,476,salami:miles davis,4
salami,477,salami:hank mobley,5
salami,478,salami:herbie hancock,6
salami,480,salami:chucho valdés,2
salami,482,salami:marc ribot & los cubanos postizos,7
salami,483,salami:dizzy gillespie,2
salami,484,salami:antônio carlos jobim,7
salami,485,salami:grant green,6
salami,486,salami:stan getz & charlie byrd,7
salami,490,salami:eliane elías,0
salami,491,salami:stan getz & luiz bonfa,3
salami,492,salami:stan getz & astrud gilberto,0
salami,493,salami:oliver jones,3
salami,494,salami:the derek trucks band,0
salami,495,salami:wynton marsalis,4
salami,496,salami:charlie hunter,5
salami,5,salami:the beastie boys,3
salami,50,salami:texas johnny brown,3
salami,502,salami:oliver jones & clark terry,6
salami,503,salami:charlie hunter,5
salami,507,salami:donald byrd,5
salami,508,salami:soulive,3
salami,509,salami:jimmy smith,2
salami,51,salami:buddy guy,1
salami,510,salami:grant green,6
salami,512,salami:horace silver,2
salami,514,salami:art blakey,0
salami,515,salami:lee morgan,0
salami,517,salami:bobby hutcherson,3
salami,518,salami:wynton marsalis,4
salami,520,"salami:meade ""lux"" lewis",7
salami,522,salami:art tatum,2
salami,524,salami:billie holiday,4
salami,528,salami:count basie & sarah vaughan,0
salami,53,salami:paul butterfield blues band,4
salami,531,salami:louis armstrong & duke ellington,1
salami,532,salami:ani difranco,5
salami,533,salami:kinnie starr,2
salami,534,salami:the velvet underground,1
salami,535,salami:martha wainwright,5
salami,538,salami:kimya dawson,0
salami,539,salami:sarah harmer,7
salami,54,"salami:luther ""guitar junior"" johnson",3
salami,542,salami:the last town chorus,7
salami,543,salami:kaki king,0
salami,548,salami:tracy chapman,3
salami,549,salami:leonard cohen,7
salami,550,salami:tom waits,1
salami,551,salami:tori amos,5
salami,555,salami:nellie mckay,4
salami,557,salami:norah jones,3
salami,559,salami:rickie lee jones,7
salami,56,salami:sarah chang,4
salami,563,salami:great lake swimmers,0
salami,564,salami:mary j. blige,1
salami,565,salami:macy gray,5
salami,566,salami:jamelia,6
salami,567,salami:sade,6
salami,568,salami:erykah badu,2
salami,570,salami:joss stone,7
salami,572,salami:me'shell ndegéocello,7
salami,573,salami:joy denalane,4
salami,574,salami:cassie,4
salami,575,salami:heather headley,6
salami,576,salami:kelis,5
salami,578,salami:jamiroquai,3
salami,579,salami:the derek trucks band,0
salami,580,salami:james brown,3
salami,581,salami:greyboy,3
salami,582,salami:liquid soul,2
salami,583,salami:donald byrd,5
salami,584,salami:maceo parker,0
salami,587,salami:the meters,4
salami,59,salami:lorraine mcaslan & john blakely,7
salami,590,salami:mahalia jackson,4
salami,592,salami:golden gate jubilee quartet,0
salami,594,salami:lyle lovett,7
salami,595,salami:james taylor,4
salami,596,salami:mahalia jackson,4
salami,597,salami:the staple singers,7
salami,599,salami:lyle lovett,7
salami,60,salami:orchestre de paris - seiji ozawa,3
salami,600,salami:mahalia jackson,4
salami,604,salami:the everly brothers,6
salami,605,salami:elvis presley,5
salami,607,salami:stray cats,6
salami,608,salami:the 5.6.7.8.'s,5
salami,610,salami:t rex,4
salami,611,salami:sleepy labeef,2
salami,612,salami:huey 'piano' smith & the clowns,5
salami,613,salami:the revels,0
salami,614,salami:little richard,4
salami,615,salami:ricky nelson,6
salami,619,salami:wilson pickett,1
salami,620,salami:otis redding,5
salami,624,salami:the temptations,2
salami,626,salami:vaya con dios,4
salami,628,salami:drifters,1
salami,629,salami:peter tosh,2
salami,63,salami:bournemouth symphony orchestra - paavo berglund,1
salami,630,salami:tiken jah fakoly,6
salami,634,salami:matisyahu,4
salami,636,salami:jessy moss,6
salami,637,salami:burning spear,6
salami,638,salami:buju banton,5
salami,64,salami:alban berg quartet,3
salami,642,salami:inner circle,3
salami,655,salami:pearl jam,3
salami,658,salami:evanescence,0
salami,659,salami:red hot chili peppers,0
salami,660,salami:foo fighters,2
salami,663,salami:flamin' groovies,7
salami,668,salami:derek and the dominos,5
salami,672,salami:johnny winter,6
salami,674,salami:van morrison,2
salami,678,salami:guns n' roses,7
salami,680,salami:nadja,3
salami,683,salami:bon jovi,3
salami,684,salami:twisted sister,6
salami,686,salami:danzig,4
salami,688,salami:anthrax & public enemy,0
salami,690,salami:robert rodriguez,3
salami,694,salami:the rolling stones,3
salami,695,salami:neil young,1
salami,7,salami:calla,0
salami,724,salami:track:724,3
salami,736,salami:waza ensemble,1
salami,75,salami:city of birmingham symphony orchestra - simon rattle,7
salami,786,salami:track:786,3
salami,79,salami:vlado perlemuter & concerts colonne orchestra,7
salami,808,salami:têtes raides,2
salami,82,salami:igor kipnis,6
salami,86,salami:borodin string quartet,4
salami,943,salami:doc watson,4
salami,95,salami:kronos quartet,5
salami,951,salami:dry branch fire squad,4
salami,99,salami:maurizio pollini,3
